"brims" barone, midway mobster|the capo of caps, the hitman of hats, the don of donning fashionable headwear.
updraft elemental|"it slips through the smallest cracks in the mountain, emerging whole and unfettered. there is nowhere it cannot go, for what can hold back the air itself?" ~chanyi, ojutai monk
upheaval|the calm comes after the storm.
uphill battle|cho-manno knew he had no choice but to ally with gerrard. if that's what it took to free his people, he'd pay the price.
upriser renegade|"my streets, my rules. you picked the wrong neighborhood for a fight."
uproot|"we arrived at the battlefield too late. *again*. another error on your part, and you will have to answer to me personally." ~general takeno, letter to the imperial mapmaker
upwelling|freyalise promised a dawn that would never end, a day of limitless life. as many dread her promise as revere it.
upwelling|once again, kamahl felt the full force of the mirari's pull, but he had learned much since the last time.
urabrask the hidden|when the mirran resistance arrived, the furnace dwellers looked to urabrask for guidance. his decree stunned the others: "let them be."
urban burgeoning|the ruins of old prahv became a wildspace, although all birdsong was silenced by lingering azorius magic.
urban daggertooth|stop, smell the roses, eat the peoples.
urban evolution|as the simic released more of their krasis experiments, they required new habitats, always at the expense of the locals.
urban utopia|ravnica's diversity produces blossoms of opinion in a rich soil of perspectives.
urbis protector|"guilds be damned. we can fend for ourselves." ~vennick of the gateless
urbis protector|"i hear that boros is losing its angels to the gateless movement. i'm sure this comes as no surprise to you." ~teysa, to lazav
urborg|"resignedly beneath the sky/the melancholy waters lie./so blend the turrets and shadows there/that all seem pendulous in air,/while from a proud tower in town/death looks gigantically down." ~edgar allan poe, "the city in the sea"
urborg drake|relentless as the sea, remorseless as death.
urborg elf|the elves of urborg are as deadly and capricious as the swamp itself.
urborg justice|"it is a narrow line between justice and vengeance." ~crovax
urborg mindsucker|"my pet will pick the ripe fruit from your tortured brain as if it were hanging from a vine." ~kaervek
urborg phantom|a chilling fog with teeth of ice.
urborg shambler|a writhing mass of rot, with sharp claws and a vicious spirit.
urborg stalker|"may you be a stalker's dream." ~urborg curse
urborg syphon~mage|"i have become a gourmet of sorts. each soul has its own distinctive flavor. the art is in inviting the right company to the feast."
urborg uprising|in urborg, few things are less permanent than death.
urborg volcano|deep in the heart of urborg lie massive volcanoes whose thick black smoke covers the land with perpetual darkness.
urborg, tomb of yawgmoth|"yawgmoth's corpse is a wound in the universe. his foul blood seeps out, infecting the land with his final curse." ~lord windgrace
urgent exorcism|"to show geists pity is to prolong their agonies. whether they know it or not, they seek the blessed sleep, and we are to give it to them." ~mikaeus, the lunarch
urgoros, the empty one|as the phantom flies overhead, the city of vhelnish screams in silence.
uril, the miststalker|it strides through the whitecover, mists in which even gargantuans can hide.
ursapine|a friendly ursapine means a constant supply of sharp spears. an unfriendly one means a constant supply of small holes.
ursine champion|"would you rather feel the edge of blade or the sharpness of my fangs?"
urza|an artificer of unparalleled renown, urza was a powerful cipher even before he was able to planeswalk. seeing the world as a large, integrated machine is his greatest strength and weakness, enabling him to solve almost any problem but blinding him to his solutions' effects on others.
urza's armor|"tawnos's blueprints were critical to the creation of my armor. as he once sealed himself in steel, i sealed myself in a walking crypt." ~urza
urza's armor|urza protected his body well, but neglected his soul.
urza's avenger|unable to settle on just one design, urza decided to create one versatile being.
urza's blueprints|from concept to paper to reality.
urza's chalice|when sorely wounded or tired, urza would often retreat to the workshops of his apprentices. they were greatly amazed at how much better he looked each time he took a sip of water.
urza's engine|"humans and machines working together can be fearsome indeed!" ~arcum dagsson
urza's factory|"though their ideals are leagues apart, urza's and mishra's creations have a surprising harmony with one another." ~tocasia, journal entry
urza's filter|"it's a tool for aiding my other tools," explained urza. "now they'll work in harmony."
urza's guilt|deep in yawgmoth's realm, urza stopped dead in his tracks and rubbed his soot-filled eyes. "mishra?"
urza's hot tub|www.wizards.com/hottub
urza's incubator|"stop thinking like an artificer, urza, and start thinking like a father!" ~rayne, academy chancellor
urza's incubator|"stop thinking like an artificer, urza, and start thinking like a father!" ~rayne, chancellor of the tolarian academy
urza's mine|in his hunger for power and knowledge, urza dug deep into dominaria's ancient past.
urza's mine|mines became common as cities during the days of the artificers.
urza's power plant|artifact construction required immense resources.
urza's power plant|artifact construction requires immense resources.
urza's power plant|urza threw himself into his research, pushing the boundaries of both possibility and morality.
urza's ruinous blast|centuries ago, one man's vengeance plunged the world into ice and darkness.
urza's tome|"truly understanding even one volume can be a life's work." ~naru meha, master wizard
urza's tower|urza always put tocasia's lessons on resource-gathering to effective use.
urza's tower|urza studied the creations of the thran not simply to learn from them, but to surpass them.
ur~golem's eye|it still stares accusingly at memnarch, though millennia have passed since he separated the eye from its body.
ur~golem's eye|ur-golems once dominated the plane. even now, they maintain a deep connection to it.
usher of the fallen|"i have led ten thousand through these mists and never lost the way."
usher to safety|not all heroes carry swords.
uthden troll|"oi oi oi, me gotta hurt in 'ere oi oi oi, me smell a ting is near, gonna bosh 'n gonna nosh 'n da hurt'll disappear." ~traditional
uthden troll|"oi oi oi, me gotta hurt in 'ere, oi oi oi, me smell a ting is near, gonna bosh 'n gonna nosh 'n da hurt'll disappear." ~traditional
uthden troll|"oi oi oi, me gotta hurt in 'ere, oi oi oi, me smell a ting is near, gonna bosh 'n gonna nosh 'n da hurt'll disappear." ~troll chant
utility knife|"hold on a second, i have just the thing."
utopia tree|the fruit of this fabled tree takes on the flavor of whatever food you love most.
utopia vow|"i'll guard this fruit and its seedling until the land is healed. my life now belongs to dominaria."
utter end|"i came seeking a challenge. all i found was you." ~zurgo, khan of the mardu
utter end|"target eradicated. that which burns shall never be blessed." ~fusilave unit tor-213
utvara hellkite|the fear of dragons is as old and as powerful as the fear of death itself.
utvara scalper|he wages war wherever the wind carries him.
vagrant plowbeasts|plowbeasts of naya escaped their harnesses in droves, content to snack on the conveniently cultivated fields of eos and valeron.
valakut awakening|"my ancestors reshaped the world to their vision. i have a few ideas of my own." ~tars olan, stoneforge mystic
valakut fireboar|"just move very slowly, and for the love of ula, do not get it mad." ~chadir the navigator
valakut invoker|"as long as we have walked this world, we have known it as a harsh and unforgiving place." ~*the invokers' tales*
valakut predator|"whatever volcanoes dream of, it seems like they always wake up grumpy." ~raff slugeater, goblin shortcutter
valakut stoneforge|"i can hear the echo of their hammers, long stilled." ~tars olan, stoneforge mystic
valduk, keeper of the flame|the hammer strikes. the flame awakens.
valeron outlander|after years of honing her philosophy in debate with stubborn rhoxes, niella was ready to convert any heathen.
valiant endeavor|"only victory shall stop our charge!"
valiant guard|as the outsiders invaded bant, soldiers who once saw sigils as the highest marks of glory began to see the scars of battle as tokens of equal worth.
valiant knight|"defeat is no reason for retreat. it is a sign we must redouble our efforts to win this fight."
valiant rescuer|the floating city of skysail has two rules: don't leave your crewmates behind, and don't mess with the guardrails.
valiant veteran|"let them come. we will show them that argivian steel is stronger than any phyrexian metal."
valkyrie harbinger|where she flies, the light of starnheim shines.
valley dasher|mardu riders' greatest fear is that a battle might end before their weapons draw blood.
valleymaker|their home uprooted by a giant, the gang of boggarts mourned their old stomping ground.
valor|"the cracks widened, the shell crumbled, and valor spread throughout the land." ~*scroll of beginnings*
valor in akros|there's no stronger armor than the bravery of those beside you.
valor in akros|they became a single entity, a phalanx in the temple of triumph standing against a host of enemies.
valor made real|"as my father taught, 'training will raise your shield to the blow, but courage fills the gaps the shield leaves open.'"
valor of the worthy|"if i am to die, let it be a hero's death!"
valor singer|"there is only one way forward: into legend."
valorous charge|stand in the way of truth at your peril.
valorous stance|"every choice alters the path of fate." ~sarkhan vol
valorous steed|a unicorn chooses only the most virtuous and noble of knights to be its companion.
vampire aristocrat|"i admit, i am a creature of the city. the sights, the nightly excitement, the abundance of fine drink . . ."
vampire bats|"for something is amiss or out of place / when mice with wings can wear a human face." ~theodore roethke, "the bat"
vampire bats|"for something is amiss or out of place when mice with wings can wear a human face." ~theodore roethke, "the bat"
vampire bats|"for something is amiss or out of place/ when mice with wings can wear a human face." ~theodore roethke, "the bat"
vampire champion|"these pirates must answer for their ancestors, who renounced the church of dusk and sailed from torrezon as heretics."
vampire cutthroat|not all monsters have tentacles.
vampire envoy|"zendikar will fight until it has bled its last."
vampire hexmage|when the blood hunt lost its thrill, she looked for less tangible means of domination.
vampire hounds|the hounds' barks are a horrifying chorus of screams, moans, and whispers.
vampire interloper|he listens to every heartbeat, deciding which one of hundreds he will stop.
vampire interloper|the voldaren have begun demanding blood offerings from the villagers in their territory. their agents arrive from the sky to collect the ceremonial bowls in eerie silence.
vampire lacerator|the lacerators cut themselves before each hunt. they must feed before the sun rises or bleed to death.
vampire neonate|one day, they may be paragons of deadly elegance. for the moment, they possess nothing but thirst.
vampire nighthawk|as they fought the eldrazi, many vampires learned to live among humans. others were unable to make the adjustment.
vampire noble|"no emergency is so dire that it cannot be dealt with elegantly." ~olivia voldaren
vampire nocturnus|"your life will set with the sun."
vampire of the dire moon|"this place suits me: craven authorities and plentiful prey."
vampire opportunist|"i think i cracked a fang."
vampire outcasts|some vampires reject the decadent trappings of their kind. once they turn feral, no amount of blood will satisfy their hunger.
vampire revenant|"a thick fog obscures the port of leor, but it's not thick enough to muffle the screams." ~admiral beckett brass
vampire scrivener|no one remains on her list for long.
vampire slayer|when kaya saved her village, berit realized even vampires could be killed. when she brought one down herself, she realized she had found her calling.
vampire sovereign|"your service shall be rewarded." ~queen lian
vampire spawn|unsuccessful vampire hunters often wind up as ravenous spawn.
vampire warlord|"how can you serve me? by dying."
vampire's kiss|young vampires gorge themselves at every meal, but their elders have learned to savor the smallest bite.
vampire's zeal|the feast of blood sends new life essence flowing through the vampire who partakes, manifesting as even greater strength and speed.
vampires' vengeance|olivia was quick to make an example of any village that refused to pay her blood tithe.
vampires' vengeance|she was ghastly, chalkily pale; the red seemed to have gone even from her lips and gums, and the bones of her face stood out prominently; her breathing was painful to see or hear.
vampiric feast|it's not always gold the thief is after.
vampiric fury|many peasants secretly admire vampires' glamour and elegance~until they witness a moment of pure bloodlust.
vampiric link|the familiar's fangs deliver the master's bite.
vampiric rites|for vampires, blood carries more than life. memories long eroded from the minds of bloodchiefs can be reclaimed from the veins of their sired kin.
vampiric rites|scions of the markov line take particular pleasure in the perversion of humans' holy rituals.
vampiric sliver|they draw upon the strength of their hive and of their victims.
vampiric touch|a touch, not comforting, but of death.
vampiric tutor|"i can tell you what you wish to know. but first, there is the matter of my fee."
vampiric tutor|"i write upon clean white parchment with a sharp quill and the blood of my students, divining their secrets." ~shauku, endbringer
vampiric tutor|true power is achieved through blood and sweat. but mostly blood.
vance's blasting cannons|with a broadside assault, captain vance carved the cliffs to form her new home.
vandalblast|beauty is in the eye of the exploder.
vandalblast|our hero struck with a flash of steel, slicing the monster's claw and freeing the young girl from its grasp!
vandalize|"as we have learned from kolaghan, to ruin is to rule." ~shensu, kolaghan rider
vanguard of brimaz|"the humans and their gods never blessed me. only the pride deserves my allegiance."
vanguard's shield|wars are not fought on a single front.
vanish into memory|out of sight, into mind.
vanishing|"careless, like a child with fire, so was i with time." ~teferi
vanishing verse|"whoever summoned that thing had better confess right this moment, or the whole class will be cleaning the ink receptacles for a month!"
vanquish|"all beings have an inner light. let me show you yours." ~ushanti, leonin seer
vanquish the horde|odric took no joy in violence but neither did he mourn for the twisted things he dispatched. all that mattered were the lives he had saved.
vanquish the weak|open conflict between expeditionary houses~or even individual adventuring parties~is discouraged, but "accidents" happen.
vanquish the weak|the clerics known as condemners punish those who do not recognize the righteous authority of the church.
vanquisher's axe|when a keldon takes a trophy from an enemy, it's usually something they can use to kill more enemies.
vantress paladin|"someone knows where the king is. they can't expect to keep it a secret from us."
vapor snag|"this creature is inadequate. send it to the splicers for innovation." ~malcator, executor of synthesis
vaporkin|"mists are carefree. they drift where they will, unencumbered by rocks and river beds." ~thrasios, triton hero
vaporous djinn|"what is taking them so long to fill the waterskins?" ~mwani, mtenda goatherd
varchild's crusader|"every patch of land must belong to kjeldor, no matter what the cost!" ~general varchild
varchild's crusader|"we could have peace, but varchild would rather have the maps of the new kjeldor drawn in balduvian blood." ~king darien of kjeldor
varchild's war~riders|"what tries to crush our spirit only strengthens our resolve." ~lovisa coldeyes, balduvian chieftain
varragoth, bloodsky sire|"i waded through a river of fire to bring death to bretagard."
vassal soul|for the azorius, the opportunity to serve the law is too great an honor for death to interrupt.
vassal's duty|"my life is yours, my lord. there is no greater service than to yield it for your safety."
vastwood animist|he calls on the forests for counsel and summons the earth to his cause.
vastwood fortification|"when you understand nature's ways, you're never unarmed." ~eyza, joraga guide
vastwood gorger|"a long and difficult incision revealed that all vital organs are housed in the head, save for a long chain of stomachs, forty in all, leading from its throat to the end of the tail." ~mulak ffar, *vastwood biodiversity*
vastwood gorger|"i've known true ferocity and power. those brazen 'planar-walkers' have no idea what wild really means." ~chadir the navigator
vastwood gorger|the gorger's insect-like eyes pick up the slightest movement in any direction. its body then whips toward its prey with startling speed, swallowing it in one engulfing gulp.
vastwood thicket|"never underestimate the ferocity of the imperative to thrive." ~eyza, joraga guide
vault of catlacan|swimming in coins proved harder than they'd hoped, but dancing was a jingling delight.
vault of champions|where victors are commemorated and moments of glory immortalized.
vault of the archangel|"for centuries my creation kept this world in balance. now only her shadow remains." ~sorin markov
vault of whispers|heretic cultures came to planet sovereign in search of resources and precious artifacts. they found something else.
vault of whispers|ish sah, den of the warlord geth, commander of countless nim.
vault robber|the dwarves believe works of art should be passed down the generations, not buried with the dead.
vault skirge|from the remnants of the dead, geth forged a swarm to safeguard his throne.
vault skyward|"the edges of the quicksilver sea run dark with the spread of the mephidross. two more aerial passes before i can be sure what i'm seeing . . ." ~lafarius, neurok sky agent
vectis agents|with their life energy suppressed under their etherium enhancements, thieves from esper found it surprisingly easy to explore the ruins of grixis.
vectis dominator|"i appreciate the artistry of the telemins, but the creatures of the other worlds provide a much more dramatic performance." ~ennor, mentalist
vectis gloves|thieves love technological innovations almost as much as artificers do.
vectis silencers|even on esper, there are those who eschew the use of magic in favor of simpler methods.
vector asp|phyrexia's machines take inspiration from nature. twisted, disturbing inspiration.
vector glider|it drifted from the spirit realm into a neon world full of new possibilities . . . and decided to stay.
vedalken anatomist|"specimen 211 examination report. observation: graft sublimation incomplete. result: death. prepare specimen 212."
vedalken archmage|"the knowledge pool knows. memnarch understands." ~janus, speaker of the synod
vedalken blademaster|vedalken have six thin, agile fingers on each hand, giving them unparalleled dexterity.
vedalken certarch|"an appropriately detailed model is indistinguishable from reality, and much easier to control."
vedalken dismisser|"i crept up on him, quiet as a guttermouse. and then suddenly i found myself facedown in a latrine pit behind tin street market." ~sirislav, dimir spy
vedalken engineer|art is unknown to the vedalken~for them, all creations must serve a purpose.
vedalken entrancer|"don't get any ideas."
vedalken entrancer|their denial reaches far into your future.
vedalken ghoul|for four nights following ennor's death and the reclaiming of his etherium, its recipients were found slain, the etherium ripped from their bodies.
vedalken heretic|"etherium clouded my eyes, clogged my ears, desensitized my skin. now that i can feel, i can begin to learn."
vedalken humiliator|"and who will stop me? you?"
vedalken infiltrator|"an expert always keeps their tools close at hand."
vedalken infuser|"all plans begin as dreams. i intend to awaken them."
vedalken mastermind|the vedalken see other beings from a cold distance, as either experimental subjects or objects of study.
vedalken mesmerist|"there's no need to sound the alarm. you are minding your post admirably. i am authorized. all is well."
vedalken orrery|"my observations of the multiverse are too valuable not to preserve for posterity." ~dovin baan
vedalken orrery|the model incorporated the fifth sun effortlessly, as if it had always known.
vedalken outlander|the seekers of carmot searched across the unknown lands for the mystical red stone that could reforge esper in ethereal perfection.
vedalken plotter|"fair? at what point in our negotiations did you convince yourself my goal was to be fair?"
vega, the watcher|one eye sees the past, one the present, and one the future~and none can be deceived.
vegetation abomination|the animal and vegetable categories kind of merged over time.
veil of birds|when wind marries sky, even the bride's veil sings her praises.
veil of summer|"i won't tell you or anyone else where my son is. ever." ~tamiyo
veilborn ghoul|liliana's voice carries far, reaching beyond the cold pall of death.
veiled crocodile|some roads are paved with bad intentions.
veiled shade|"i sang songs of sorrow for my lost love. imagine my horror when, one night, they were answered." ~milana, orzhov prelate
veilstone amulet|sometimes it's ostentatious to go unseen.
veinwitch coven|some strixhaven study groups are more welcoming than others.
vela the night~clad|vela snuffs out every trace of krond's reign, leaving pure nightfall in her wake.
veldrane of sengir|"poor, foolish veldrane. he goes wherever the baron wills him. one day, he'll go to die." ~halina, dwarven trader
venarian glimmer|dream of nothing, and wake to a dream come true.
vendetta|"consider my debt to your kin paid in full." ~idrol, guul draz assassin
vendetta|starke knew the voice was takara's, but the venom was volrath's.
venerable knight|"may this blade guide you on your great journey, as it did me on mine."
venerable lammasu|lammasu are the enigmatic travelers of tarkir, soaring high above all lands in all seasons. none know their true purpose, but they often arrive on the eve of great conflicts or turning points in history.
venerable monk|"i rely not so much on the wisdom of age as on the overconfidence of youth."
venerable monk|age wears the flesh but galvanizes the soul.
venerable monk|his presence brings not only a strong arm but also renewed hope.
venerated teacher|"the unfathomable is upon us, students. i have no doubt you will rise to the occasion."
vengeance|"it is the duty of the strong to oppose any who threaten the weak." ~the southern paladin
vengeance|"until i've gnawed their flesh and exterminated their clans, my humiliation will not be effaced." ~liu bei, on the death of his oath-brother guan yu
vengeance|a bullet renders all sizes equal.
vengeance|bitter as wormwood, sweet as mulled wine.
vengeant vampire|"those who stood in my path now lay behind me."
vengeful dead|those who don't learn from their deaths are destined to repeat them.
vengeful devil|devils love adding injury to injury.
vengeful dreams|teroh dreams of his enemies' doom.
vengeful firebrand|the flame of a warrior is never extinguished.
vengeful reaper|"starnheim is closed to you, coward."
vengeful rebel|some aetherborn joined the rebellion for profit, others for the sake of their freedom, still others for revenge.
vengeful strangler|as the flames consumed the killer, his eyes remained fixed on the executioner's face, his hands twitching like angry spiders.
vengeful vampire|he wields the full power of wrath unfettered by the sympathies of a soul.
vengeful warchief|"try to steal from me and i'll add your skull to my collection."
vengevine|"rargleargleargle!"
vengevine|leave but a shred of root and it will return, bursting with vigor.
venom|"i told him it was just a flesh wound, a wee scratch, but the next time i looked at him, poor tadhg was dead and gone." ~maeveen o'donagh, *memoirs of a soldier*
venom|"i told him it was just a flesh wound, but the next time i looked at him, poor tadhg was dead and gone." ~maeveen o'donagh, *memoirs of a soldier*
venom sliver|"we attacked with arrows dipped in poison. the slivers that did not die began to change." ~hastric, thunian scout
venomous breath|the dryads need neither size nor strength to defeat their enemies in battle.
venomous changeling|it doesn't contain venom. it is venom.
venomous dragonfly|a pretty little death is still death.
venomous fangs|all the pain of the shattered forest contained in a single drop.
venomous hierophant|"many have sought snake-twined pharika's panacea. do you wish to share their fate?"
venomous vines|"true strength comes from within. the false promise of unnatural power only incurs krosa's wrath." ~seton, centaur druid
venomthrope|"see that cloud that hangs around it? more than a minute in there and you'll be bleeding out of places you didn't even know you had." ~captain ascote
venser's diffusion|"each reality is but the dream of another, and each sleeper a god unknowing."
venser's journal|a planeswalker's chronicle spans worlds and civilizations, each page a lifetime.
venser's sliver|venser admired his handiwork and smiled. his first prototype had joined with the hive mind all too well, running with the brood and becoming a predator itself. this one, he thought, would be accepted into the hive but still obey his commands.
venser, shaper savant|his marvels of artifice pale in comparison to the developing machinery of his mind.
vent sentinel|"zendikar fortifies itself against the great threat, making sentries of sky, sea, and stone." ~*the war diaries*
venture deeper|merfolk curiosity usually has dire consequences, but rarely for the merfolk.
verdant automaton|"a perfect fusion of nature and artifice." ~irsi, kujar gardener
verdant field|jolrael tends the land so that the land will tend the beasts.
verdant force|burl, scurf, and bower birth fern and flower.
verdant force|left to itself, nature overflows any container, overthrows any restriction, and overreaches any boundary.
verdant force|the bower shuddered. the stillness broke. the scurf shifted, and a being emerged from the flowers and ferns.
verdant rebirth|the dryads of the forest have no stake in ixalan's conflict, but they hate to see any living being suffer.
verdant sun's avatar|"ixalli's fertile rays enliven us all. each of us is a testament to the sun's strength and love." ~chitlati, lightning rider
verdigris|"only the most sophisticated inventions can survive nature's unsophisticated motivations." ~hanna, *weatherlight* navigator
verduran enchantress|"graceful? yes. beautiful? absolutely. harmless? definitely not." ~fyndhorn elder
verduran enchantress|"weave the magic so that it sings to you, and will always fly home . . . ." ~verduran teaching
verduran enchantress|each spell has its own song, and the enchantress knows the dance for each.
verduran enchantress|some say magic was first practiced by women, who have always felt strong ties to the land.
verduran enchantress|„sie verlangt keinen gehorsam. doch die natur lauscht ihrer bitte, und die antwort enttäuscht nie." ~*enzyklopädie von endres*, „naturzauber"
verity circle|"here, there is only truth." ~barvisa, azorius emissary
vermiculos|mirrodin's artificial environment requires its own predators, scavengers, and senseless forces of nature.
vermin gorger|"once, vampires ruled this world, commanding the fear and respect that befit our noble blood. have we truly sunk so low?" ~sorin markov
vernadi shieldmate|"selesnya's soil is sacred, and you're about to meet it with your face."
vernal bloom|many cultures have legends of a lush, hidden paradise. the elves of argoth had no need of such stories.
vernal bloom|spring breathes the magic of new life.
vernal bloom|the sun breaks, the beasts stir, and the forest awakens to stand against its enemies.
vertigo|"i saw the wizard gesturing, but i didn't guess his plan until my aesthir cried out and went into a dive." ~arna kennerüd, skyknight
vesper ghoul|"nature's exceptions remind us not to think in absolutes. just as the orchid blossoms on blackened stone, so does the gift of mana occasionally manifest in the undead." ~bougrat, druid of the cult of yore
vessel of ephemera|geists seeking redemption must first be given the opportunity.
vessel of malignity|from within its prison, the book endlessly whispers words of cruelty and spite.
vessel of paramnesia|"write everything down. trust me." ~vallon, thraben inspector
vessel of volatility|"to be honest, i'm not quite sure what's going to happen." ~renna, selhoff alchemist
vestige of emrakul|emrakul has not been seen in months. though her brood's numbers have dwindled in her absence, each drone is still a deadly threat.
vesuva|it is everywhere you've ever been.
vesuvan duplimancy|"there hasn't been an original thought on vesuva in centuries." ~emmest, tolarian chronicler
veteran adventurer|"how can i be of assistance?"
veteran armorer|"give me a sword and i'll kill a few enemies. but give me a hammer and a fiery forge, and i'll turn the tide of battle."
veteran armorsmith|"courage is a proud and gleaming shield. it does not bend or hide from sight. to fight with courage, we must forge in steel."
veteran bodyguard|good bodyguards are hard to find, mainly because they don't live long.
veteran brawlers|death awaits them on both fronts.
veteran cathar|"prayers can be powerful, but i prefer to put faith in my own two hands."
veteran cavalier|spirit is the sword and experience the sharpening stone. ~arabian proverb
veteran dungeoneer|her tales of glory light a fire in the souls of the next generation of adventurers.
veteran motorist|he's set to compete in every race at the fair, and he plans to win them all.
veteran of the depths|in the backwaters of the merrow lanes lie stones scarred with tallies of countless generations, each representing a victory of merrow soldiers.
veteran soldier|you've always been happiest fighting for a cause you believe in alongside loyal comrades.
veteran swordsmith|"truth is a straight, keen edge. there are no soft angles or rounded edges. to fight for truth, we must forge in steel."
veteran's reflexes|"assume everything wants to kill you. at the very least, assume everything wants what's in your pack."
veteran's sidearm|"i've broken three swords, eighteen lances, and countless shields, but this little blade has survived every battle, just like i have."
veteran's voice|"good soldiers rely first upon their training, then upon their instincts." ~king darien of kjeldor
veteran's voice|"teach by example. if your students do not survive, they were not worth the lesson." ~general varchild
vex|"the druids would be better off if they spent more time in the lab and less time watching trees grow." ~pontifex, elder researcher
vexilus praetor|there is no greater bulwark than the praetors of the adeptus custodes, the bodyguards of the emperor of mankind.
vexing beetle|as the mirari's mutating effects grew out of control, centaurs and druids fled~but insects swarmed closer.
vexing devil|it's not any fun until someone loses an eye.
vexing gull|"may the skies be clear of gales and gulls." ~meletian prayer
vexing shusher|the stench of bloodcap mushrooms on the breath is enough to ward off even the most potent magics, especially when combined with a special chant: "hushhh."
vhati il~dal|"sir, i just thought . . . ," explained vhati. "don't think," interrupted greven. "it doesn't suit you."
vial of dragonfire|"the artificer assured me that the vial is strong enough to contain the dragon's breath. i just need to make sure to throw it far enough." ~kunh mei, last words
vial of dragonfire|designed by an ancient artificer, the vials are strong enough to hold the very breath of a dragon~until it's needed.
vial of poison|there are worse ways to die, but not many.
viashino bey|when the bey runs, match his stride. ~viashino saying
viashino bladescout|"find your courage in a desperate moment, and you turn the tide of history. so sayeth the bey."
viashino cutthroat|"you guys go on ahead. i'll catch up with ya." ~vark, goblin scout, last words
viashino fangtail|"when the bony terminus gets too large, it's shed from the tail in coinciding periods of heightened aggression and hunger." ~simic research notes
viashino firstblade|"all that steel doesn't make them slower. it makes them bolder." ~tajic, blade of the legion
viashino grappler|"they've returned for the mana rig, but it no longer belongs to them." ~viashino bey
viashino heretic|"the past is buried for good reason."
viashino lashclaw|"victory is the greatest motivator of all. so sayeth the bey."
viashino outrider|"give thy ration to thy mount, if the road be long. so sayeth the bey."
viashino pyromancer|"i trained with the ghitu, and i respect the fire as they do."
viashino racketeer|"you may call me a fool, selling this stuff on orzhov turf. well, you need to be a little reckless to survive."
viashino runner|"it moved this way, an' that way, an' then before i could stick it, it jumped over my head an' was gone." ~jula, goblin raider
viashino sandscout|a viashino's overlapping scales form a buffer against shiv's ash-flecked winds and a slippery target for goblin pikes.
viashino sandstalker|"some believe sandstalkers to be illusions; those with scars know better." ~*zhalfirin guide to the desert*
viashino sandswimmer|few swim in a place of such thirst.
viashino shanktail|the slizt clan's battle cry is an impressive display of fury, defiance, and spit.
viashino skeleton|underneath the dregscape lay the remains of creatures long extinct from grixis.
viashino slasher|citizens of ravnica stick to the main streets. shortcuts may look tempting, but down each alley, dozens of hungry hands await, and screams do not carry into the busy market throng.
viashino slaughtermaster|"i'll fight two at once, and then lick their guts from my blades."
viashino spearhunter|viashino lack the majesty of their draconic ancestors, but they lash out with equal rage and twice the spite.
viashino warrior|"when traveling the great desert avoid wearing the scales of lizards, for the viashino rule the sands and look poorly on the skinning of their cousins." ~*zhalfirin guide to the desert*
viashino warrior|"when traveling the great desert avoid wearing the scales of lizards, for the viashino rule the sands and look poorly on the skinning of their cousins." ~zhalfirin guide to the desert
viashino weaponsmith|within the rig settlement, those who have mastered the making of weapons earn highest honor.
viashivan dragon|the viashivan understand that cruelty arises from opportunity.
vibrating sphere|"unearthly and invisible fibers emanate from this sphere, entangling all who draw near." ~arcum dagsson, soldevi machinist
vicious conquistador|"he is ambitious. tireless. and utterly ruthless. ideal for the frontier." ~viceroy elia sotonores, report to the queen
vicious hunger|"blood is foul, the flesh dross. my ascendance thirsts for life itself." ~crovax
vicious hunger|only the most ravenous soul feeds on the health of the weak.
vicious kavu|as battle raged in shiv, a strange new ally appeared from below the ravaged ground.
vicious rumors|"the alliances were already frayed. all we do is find the loose threads and pluck." ~lazav
vicious shadows|"thrashes of the ancient past still linger in spirit and shadow, desperate to sink their claws into our souls." ~rakka mar
victim of night|"do not touch a drop. not yet. i want to watch this so-called slayer's last crisis of faith." ~olivia voldaren
victimize|"die. but die knowing that your pathetic life will yield a great bounty for me." ~zul ashur, lich lord
victimize|the priest cast xantcha to the ground. "it is defective. we must scrap it."
victorious destruction|"the refugees look at these structures with hope. we must relieve them of this burden." ~juex, tormentor exarch
victory chimes|the favored noisemaker of goblins ever since the wardens cracked down on explosives.
victory's envoy|her paean is the clash of spears, her prayer a battle cry.
victory's herald|the corruption stirred the heavens above, awaking a shining champion.
victual sliver|"we are kinfolk," explained karn to the sliver queen. "just as you need your progeny to complete you, so do i need the pieces of the legacy to make me whole."
view from above|"this air feels so heavy and thick. there are no winds to speak of. i fear the knowledge that comes from a place like this."
vigean hydropon|fruits of magic, roots in science.
vigil for the lost|"as she grew cold in my arms, i swore an oath that her funeral pyre would be dwarfed by a bonfire of our enemies."
vigilance|"put a spear in a peasant's hands, and you have an expendable troop. put a purpose in his heart, and you win a warrior." ~sensei golden-tail
vigilant baloth|villagers employ watchdogs as guardians and companions. druids prefer something a little bigger.
vigilant drake|awake and awing in the blink of an eye.
vigilant drake|it can stay aloft for weeks with little or no sleep.
vigilante justice|it begins as a whisper and ends with the red roar of fire.
vigor mortis|after fear and weakness rot away, that which remains is stronger than its living form.
vile consumption|the plague moved faster than an army and was far more deadly.
vile deacon|"the cabal and the order really aren't that different. after all, we are both empowered by faith."
vile entomber|the dead are lonely in the crypt and always eager for company.
vile manifestation|the glyphs writhed and twisted, spewing out dark, vengeful magic.
